Season,H_win,ORtg_V,DRtg_V,TS_V,TOV_V,ORB_V,DRB_V,Wp100_V,ORtg_H,DRtg_H,TS_H,TOV_H,ORB_H,DRB_H,Wp100_H
2014,1,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561
2014,0,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,102.7,102.2,0.536,15.5,25.4,73.3,0.5,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,0,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,1,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,0,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,0,102.7,102.2,0.536,15.5,25.4,73.3,0.5,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,1,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,0,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,0,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122
2014,1,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805
2014,1,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,0,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244
2014,0,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,0,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732
2014,0,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,0,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,0,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317
2014,1,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439
2014,0,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,1,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756
2014,1,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,1,102.7,102.2,0.536,15.5,25.4,73.3,0.5,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561
2014,1,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,1,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,1,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,0,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,1,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,0,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976
2014,0,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122
2014,0,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781
2014,1,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439
2014,1,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,1,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,0,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756
2014,1,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,1,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,1,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415
2014,1,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,0,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976
2014,1,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707
2014,1,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,0,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,0,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,102.7,102.2,0.536,15.5,25.4,73.3,0.5
2014,0,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781
2014,1,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095
2014,1,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,0,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317
2014,0,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,1,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,1,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805
2014,0,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,0,102.7,102.2,0.536,15.5,25.4,73.3,0.5,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707
2014,1,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244
2014,0,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732
2014,1,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781
2014,1,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781
2014,1,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756
2014,1,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,1,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,0,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,0,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439
2014,1,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976
2014,0,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,0,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,1,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,102.7,102.2,0.536,15.5,25.4,73.3,0.5
2014,1,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,1,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,0,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,1,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756
2014,0,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,0,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,0,102.7,102.2,0.536,15.5,25.4,73.3,0.5,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439
2014,0,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415
2014,1,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,0,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,0,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,1,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,1,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707
2014,0,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,1,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732
2014,1,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781
2014,1,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756
2014,0,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,1,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415
2014,1,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,1,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,1,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805
2014,1,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,102.7,102.2,0.536,15.5,25.4,73.3,0.5,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,1,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,1,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781
2014,1,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,0,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122
2014,0,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439
2014,0,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,0,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805
2014,0,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317
2014,1,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781
2014,1,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781
2014,0,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,102.7,102.2,0.536,15.5,25.4,73.3,0.5
2014,1,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415
2014,1,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,0,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,0,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878
2014,1,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,1,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,0,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122
2014,1,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,1,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,1,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244
2014,1,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196
2014,0,102.7,102.2,0.536,15.5,25.4,73.3,0.5,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317
2014,1,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095
2014,1,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,1,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122
2014,0,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805
2014,0,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,1,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732
2014,0,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122
2014,0,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781
2014,0,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415
2014,1,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,1,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,102.7,102.2,0.536,15.5,25.4,73.3,0.5
2014,0,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,1,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439
2014,0,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342
2014,0,102.7,102.2,0.536,15.5,25.4,73.3,0.5,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122
2014,1,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976
2014,1,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707
2014,0,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,0,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,0,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756
2014,1,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536
2014,0,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122
2014,1,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,1,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,1,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,0,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561
2014,0,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317
2014,1,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,1,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415
2014,0,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244
2014,1,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781
2014,1,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,107.8,105.5,0.532,13.1,28.9,75.6,0.5487804878048781
2014,1,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976
2014,1,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,102.7,102.2,0.536,15.5,25.4,73.3,0.5
2014,1,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732
2014,0,104.5,108.2,0.518,12.7,26.6,74.7,0.36585365853658536,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,1,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,111.6,101.4,0.571,13.1,24.1,74.5,0.8170731707317073
2014,1,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,0,100.1,103.5,0.498,11.2,22.1,79.3,0.4024390243902439,99.9,110.0,0.508,14.0,24.5,73.1,0.2073170731707317
2014,1,109.5,106.4,0.55,11.9,23.6,72.2,0.6097560975609756,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,1,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244
2014,1,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122
2014,1,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561
2014,1,102.7,102.2,0.536,15.5,25.4,73.3,0.5,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,1,105.1,104.9,0.531,14.6,29.1,76.3,0.4634146341463415,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927
2014,0,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122
2014,1,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951
2014,1,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707
2014,0,103.9,106.7,0.54,14.5,23.2,73.4,0.45121951219512196,112.4,105.5,0.565,11.6,22.8,75.7,0.6829268292682927
2014,1,105.3,106.2,0.537,13.7,24.5,73.5,0.47560975609756095,105.7,102.2,0.531,12.6,24.7,75.3,0.6707317073170732
2014,1,111.1,106.3,0.557,13.4,26.8,74.7,0.6463414634146342,105.3,109.2,0.542,14.8,26.5,75.2,0.35365853658536583
2014,0,108.2,103.7,0.544,12.6,24.2,76.2,0.6219512195121951,103.4,110.6,0.513,12.1,25.4,76.3,0.25609756097560976
2014,1,108.2,107.3,0.537,12.5,27.1,75.1,0.5487804878048781,104.7,104.5,0.523,12.5,24.7,75.0,0.4878048780487805
2014,0,107.0,103.4,0.548,15.0,26.8,72.9,0.6829268292682927,104.4,107.4,0.529,13.0,23.9,73.7,0.4634146341463415
2014,0,105.3,106.4,0.515,12.3,27.7,75.0,0.3902439024390244,111.0,107.7,0.553,12.0,25.6,73.3,0.5975609756097561
2014,0,101.6,107.7,0.524,14.0,23.1,76.0,0.3048780487804878,107.5,104.3,0.536,12.9,27.0,74.4,0.6097560975609756
2014,0,102.9,112.2,0.517,13.7,26.6,71.6,0.1951219512195122,103.5,103.2,0.523,13.1,24.0,77.9,0.4634146341463415
2014,0,108.9,103.1,0.563,13.5,21.4,73.4,0.7317073170731707,95.5,104.8,0.494,16.0,25.5,73.0,0.21951219512195122
2014,1,108.5,102.0,0.555,13.1,23.4,77.3,0.6707317073170732,103.7,103.0,0.534,14.0,24.9,77.3,0.5609756097560976
